Tournament,Stage,Match Type,Match Name,Team,Action,Map
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Team Secret,pick,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Rex Regum Qeon,pick,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Team Secret,ban,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Rex Regum Qeon,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 4,T1 vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 4,T1 vs DetonatioN FocusMe,T1,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 4,T1 vs DetonatioN FocusMe,DetonatioN FocusMe,pick,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 4,T1 vs DetonatioN FocusMe,T1,pick,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 4,T1 vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 4,T1 vs DetonatioN FocusMe,T1,ban,Ascent
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,TALON vs Nongshim RedForce,Nongshim RedForce,ban,Icebox
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,TALON vs Nongshim RedForce,TALON,ban,Ascent
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,TALON vs Nongshim RedForce,Nongshim RedForce,pick,Lotus
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,TALON vs Nongshim RedForce,TALON,pick,Corrode
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,TALON vs Nongshim RedForce,Nongshim RedForce,ban,Haven
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,TALON vs Nongshim RedForce,TALON,ban,Sunset
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Rex Regum Qeon vs T1,T1,ban,Icebox
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Rex Regum Qeon vs T1,Rex Regum Qeon,ban,Lotus
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Rex Regum Qeon vs T1,T1,pick,Bind
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Rex Regum Qeon vs T1,Rex Regum Qeon,pick,Haven
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Rex Regum Qeon vs T1,T1,ban,Corrode
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Rex Regum Qeon vs T1,Rex Regum Qeon,ban,Ascent
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,TALON,ban,Ascent
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,DRX,ban,Sunset
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,TALON,pick,Bind
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,DRX,pick,Haven
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,TALON,ban,Corrode
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,DRX,ban,Icebox
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs T1,T1,ban,Icebox
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs T1,Paper Rex,ban,Corrode
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs T1,T1,pick,Sunset
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs T1,Paper Rex,pick,Bind
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs T1,T1,ban,Lotus
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs T1,Paper Rex,ban,Haven
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Bind
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,Nongshim RedForce,ban,Icebox
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,DetonatioN FocusMe,pick,Lotus
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,Nongshim RedForce,pick,Ascent
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Haven
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,Nongshim RedForce,ban,Sunset
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,Gen.G,ban,Icebox
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,Rex Regum Qeon,ban,Lotus
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,Gen.G,pick,Haven
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,Rex Regum Qeon,pick,Sunset
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,Gen.G,ban,Bind
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,Rex Regum Qeon,ban,Ascent
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,Nongshim RedForce,ban,Sunset
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,T1,ban,Corrode
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,Nongshim RedForce,pick,Lotus
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,T1,pick,Ascent
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,Nongshim RedForce,ban,Bind
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,T1,ban,Icebox
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,Rex Regum Qeon,ban,Lotus
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,DRX,ban,Sunset
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,Rex Regum Qeon,pick,Icebox
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,DRX,pick,Corrode
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,Rex Regum Qeon,ban,Bind
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,DRX,ban,Haven
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,TALON,ban,Ascent
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,Paper Rex,ban,Corrode
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,TALON,pick,Haven
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,Paper Rex,pick,Bind
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,TALON,ban,Sunset
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,Paper Rex,ban,Icebox
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,T1,ban,Icebox
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,Rex Regum Qeon,ban,Lotus
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,T1,pick,Ascent
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,Rex Regum Qeon,pick,Sunset
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,T1,ban,Corrode
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,Rex Regum Qeon,ban,Bind
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,TALON,ban,Ascent
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Rex Regum Qeon,ban,Lotus
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,TALON,pick,Bind
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Rex Regum Qeon,pick,Haven
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,TALON,pick,Corrode
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Rex Regum Qeon,pick,Icebox
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Paper Rex,ban,Corrode
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Paper Rex,ban,Icebox
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Paper Rex,pick,Bind
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Rex Regum Qeon,pick,Ascent
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Paper Rex,pick,Lotus
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Rex Regum Qeon,pick,Haven
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,EDward Gaming,ban,Bind
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,Titan Esports Club,ban,Haven
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,EDward Gaming,pick,Sunset
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,Titan Esports Club,pick,Corrode
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,EDward Gaming,ban,Lotus
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,Titan Esports Club,ban,Ascent
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,TYLOO,ban,Sunset
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Bilibili Gaming,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,TYLOO,pick,Bind
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Bilibili Gaming,pick,Lotus
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,TYLOO,ban,Ascent
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Bilibili Gaming,ban,Haven
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,Xi Lai Gaming,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,All Gamers,ban,Bind
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,Xi Lai Gaming,pick,Sunset
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,All Gamers,pick,Lotus
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,Xi Lai Gaming,ban,Haven
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,All Gamers,ban,Icebox
VCT 2025: China Stage 2,Group Stage,Week 1,Wolves Esports vs FunPlus Phoenix,FunPlus Phoenix,ban,Lotus
VCT 2025: China Stage 2,Group Stage,Week 1,Wolves Esports vs FunPlus Phoenix,Wolves Esports,ban,Haven
VCT 2025: China Stage 2,Group Stage,Week 1,Wolves Esports vs FunPlus Phoenix,FunPlus Phoenix,pick,Sunset
VCT 2025: China Stage 2,Group Stage,Week 1,Wolves Esports vs FunPlus Phoenix,Wolves Esports,pick,Corrode
VCT 2025: China Stage 2,Group Stage,Week 1,Wolves Esports vs FunPlus Phoenix,FunPlus Phoenix,ban,Icebox
VCT 2025: China Stage 2,Group Stage,Week 1,Wolves Esports vs FunPlus Phoenix,Wolves Esports,ban,Ascent
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Dragon Ranger Gaming,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Nova Esports,ban,Bind
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Dragon Ranger Gaming,pick,Lotus
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Nova Esports,pick,Icebox
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Dragon Ranger Gaming,ban,Haven
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Nova Esports,ban,Sunset
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,JDG Esports,ban,Bind
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,Trace Esports,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,JDG Esports,pick,Icebox
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,Trace Esports,pick,Lotus
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,JDG Esports,ban,Sunset
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,Trace Esports,ban,Ascent
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs TYLOO,TYLOO,ban,Sunset
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs TYLOO,Trace Esports,ban,Icebox
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs TYLOO,TYLOO,pick,Corrode
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs TYLOO,Trace Esports,pick,Bind
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs TYLOO,TYLOO,ban,Ascent
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs TYLOO,Trace Esports,ban,Lotus
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,Nova Esports,ban,Sunset
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,FunPlus Phoenix,ban,Icebox
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,Nova Esports,pick,Haven
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,FunPlus Phoenix,pick,Ascent
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,Nova Esports,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,FunPlus Phoenix,ban,Lotus
VCT 2025: China Stage 2,Group Stage,Week 2,All Gamers vs Wolves Esports,Wolves Esports,ban,Sunset
VCT 2025: China Stage 2,Group Stage,Week 2,All Gamers vs Wolves Esports,All Gamers,ban,Ascent
VCT 2025: China Stage 2,Group Stage,Week 2,All Gamers vs Wolves Esports,Wolves Esports,pick,Bind
VCT 2025: China Stage 2,Group Stage,Week 2,All Gamers vs Wolves Esports,All Gamers,pick,Corrode
VCT 2025: China Stage 2,Group Stage,Week 2,All Gamers vs Wolves Esports,Wolves Esports,ban,Lotus
VCT 2025: China Stage 2,Group Stage,Week 2,All Gamers vs Wolves Esports,All Gamers,ban,Icebox
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,Bilibili Gaming,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,JDG Esports,ban,Bind
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,Bilibili Gaming,pick,Sunset
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,JDG Esports,pick,Ascent
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,Bilibili Gaming,ban,Haven
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,JDG Esports,ban,Lotus
VCT 2025: China Stage 2,Group Stage,Week 2,TYLOO vs Titan Esports Club,TYLOO,ban,Sunset
VCT 2025: China Stage 2,Group Stage,Week 2,TYLOO vs Titan Esports Club,Titan Esports Club,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 2,TYLOO vs Titan Esports Club,TYLOO,pick,Haven
VCT 2025: China Stage 2,Group Stage,Week 2,TYLOO vs Titan Esports Club,Titan Esports Club,pick,Lotus
VCT 2025: China Stage 2,Group Stage,Week 2,TYLOO vs Titan Esports Club,TYLOO,ban,Ascent
VCT 2025: China Stage 2,Group Stage,Week 2,TYLOO vs Titan Esports Club,Titan Esports Club,ban,Bind
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,EDward Gaming,ban,Haven
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,Trace Esports,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,EDward Gaming,pick,Sunset
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,Trace Esports,pick,Bind
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,EDward Gaming,ban,Ascent
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,Trace Esports,ban,Lotus
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,Dragon Ranger Gaming,ban,Bind
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,All Gamers,ban,Ascent
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,Dragon Ranger Gaming,pick,Lotus
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,All Gamers,pick,Corrode
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,Dragon Ranger Gaming,ban,Haven
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,All Gamers,ban,Icebox
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Xi Lai Gaming,ban,Icebox
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Wolves Esports,ban,Sunset
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Xi Lai Gaming,pick,Haven
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Wolves Esports,pick,Lotus
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Xi Lai Gaming,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Wolves Esports,ban,Ascent
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs Bilibili Gaming,Bilibili Gaming,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs Bilibili Gaming,Titan Esports Club,ban,Sunset
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs Bilibili Gaming,Bilibili Gaming,pick,Bind
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs Bilibili Gaming,Titan Esports Club,pick,Ascent
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs Bilibili Gaming,Bilibili Gaming,ban,Icebox
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs Bilibili Gaming,Titan Esports Club,ban,Haven
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Bind
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,FunPlus Phoenix,ban,Lotus
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Haven
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,FunPlus Phoenix,pick,Ascent
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,FunPlus Phoenix,ban,Icebox
VCT 2025: China Stage 2,Group Stage,Week 3,Nova Esports vs All Gamers,Nova Esports,ban,Sunset
VCT 2025: China Stage 2,Group Stage,Week 3,Nova Esports vs All Gamers,All Gamers,ban,Ascent
VCT 2025: China Stage 2,Group Stage,Week 3,Nova Esports vs All Gamers,Nova Esports,pick,Haven
VCT 2025: China Stage 2,Group Stage,Week 3,Nova Esports vs All Gamers,All Gamers,pick,Corrode
VCT 2025: China Stage 2,Group Stage,Week 3,Nova Esports vs All Gamers,Nova Esports,ban,Bind
VCT 2025: China Stage 2,Group Stage,Week 3,Nova Esports vs All Gamers,All Gamers,ban,Icebox
VCT 2025: China Stage 2,Group Stage,Week 3,TYLOO vs EDward Gaming,TYLOO,ban,Sunset
VCT 2025: China Stage 2,Group Stage,Week 3,TYLOO vs EDward Gaming,EDward Gaming,ban,Icebox
VCT 2025: China Stage 2,Group Stage,Week 3,TYLOO vs EDward Gaming,TYLOO,pick,Corrode
VCT 2025: China Stage 2,Group Stage,Week 3,TYLOO vs EDward Gaming,EDward Gaming,pick,Ascent
VCT 2025: China Stage 2,Group Stage,Week 3,TYLOO vs EDward Gaming,TYLOO,ban,Bind
VCT 2025: China Stage 2,Group Stage,Week 3,TYLOO vs EDward Gaming,EDward Gaming,ban,Haven
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,JDG Esports,ban,Bind
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,Titan Esports Club,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,JDG Esports,pick,Lotus
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,Titan Esports Club,pick,Haven
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,JDG Esports,ban,Icebox
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,Titan Esports Club,ban,Ascent
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,Trace Esports,ban,Lotus
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,Bilibili Gaming,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,Trace Esports,pick,Haven
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,Bilibili Gaming,pick,Icebox
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,Trace Esports,ban,Sunset
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,Bilibili Gaming,ban,Bind
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Bind
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Wolves Esports,ban,Sunset
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Lotus
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Wolves Esports,pick,Icebox
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Haven
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Wolves Esports,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,Xi Lai Gaming,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,FunPlus Phoenix,ban,Lotus
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,Xi Lai Gaming,pick,Haven
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,FunPlus Phoenix,pick,Sunset
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,Xi Lai Gaming,ban,Icebox
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,FunPlus Phoenix,ban,Bind
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Xi Lai Gaming,Xi Lai Gaming,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Xi Lai Gaming,Nova Esports,ban,Lotus
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Xi Lai Gaming,Xi Lai Gaming,pick,Sunset
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Xi Lai Gaming,Nova Esports,pick,Haven
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Xi Lai Gaming,Xi Lai Gaming,ban,Icebox
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Xi Lai Gaming,Nova Esports,ban,Ascent
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,EDward Gaming,ban,Icebox
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,JDG Esports,ban,Bind
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,EDward Gaming,pick,Corrode
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,JDG Esports,pick,Lotus
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,EDward Gaming,ban,Ascent
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,JDG Esports,ban,Sunset
VCT 2025: China Stage 2,Group Stage,Week 4,All Gamers vs FunPlus Phoenix,All Gamers,ban,Ascent
VCT 2025: China Stage 2,Group Stage,Week 4,All Gamers vs FunPlus Phoenix,FunPlus Phoenix,ban,Lotus
VCT 2025: China Stage 2,Group Stage,Week 4,All Gamers vs FunPlus Phoenix,All Gamers,pick,Icebox
VCT 2025: China Stage 2,Group Stage,Week 4,All Gamers vs FunPlus Phoenix,FunPlus Phoenix,pick,Bind
VCT 2025: China Stage 2,Group Stage,Week 4,All Gamers vs FunPlus Phoenix,All Gamers,ban,Haven
VCT 2025: China Stage 2,Group Stage,Week 4,All Gamers vs FunPlus Phoenix,FunPlus Phoenix,ban,Corrode
VCT 2025: China Stage 2,Group Stage,Week 4,Trace Esports vs Titan Esports Club,Trace Esports,ban,Corrode
